order_id,customer_id,order_date,category,order_channel,net_revenue,contribution_margin,discount_ratio,returned
O0023298,C00647,2022-04-17,beauty,web,137.34,33.26,0.0444,0
O0023957,C00664,2022-04-17,electronics,app,53.69,12.93,0.1356,0
O0028168,C00769,2022-04-17,grocery,web,103.31,0.5,0.1373,1
O0029883,C00814,2022-04-17,fashion,web,67.69,10.49,0.1112,0
O0030641,C00838,2022-04-17,fashion,app,64.94,13.8,0.1345,0
O0031172,C00854,2022-04-17,fashion,app,49.42,5.24,0.2885,0
O0031378,C00862,2022-04-17,home,app,72.95,13.24,0.1832,0
O0033318,C00913,2022-04-17,grocery,web,31.41,2.41,0.1537,0
O0033879,C00927,2022-04-17,electronics,web,71.03,16.2,0.1316,0
O0034678,C00945,2022-04-17,electronics,app,62.19,0.5,0.1335,1
O0038034,C01041,2022-04-17,home,app,80.25,19.47,0.0312,0
O0039180,C01068,2022-04-17,electronics,app,62.2,10.17,0.3067,0
O0040762,C01112,2022-04-17,beauty,app,52.86,11.62,0.2085,0
O0041348,C01133,2022-04-17,fashion,web,40.7,7.82,0.3907,0
O0042136,C01157,2022-04-17,beauty,app,72.15,18.5,0.133,0
O0042914,C01178,2022-04-17,home,app,103.04,21.94,0.2409,0
O0043213,C01183,2022-04-17,fashion,app,86.31,20.88,0.1305,0
O0045811,C01249,2022-04-17,grocery,web,121.3,26.17,0.0367,0
O0047778,C01301,2022-04-17,fashion,app,22.31,1.91,0.1446,0
O0050167,C01371,2022-04-17,electronics,app,108.26,28.85,0.1223,0
O0051189,C01398,2022-04-17,electronics,app,33.21,3.47,0.3105,0
O0000045,C00003,2022-04-18,electronics,app,26.14,2.14,0.194,0
O0001502,C00050,2022-04-18,electronics,web,82.27,20.63,0.0813,0
O0002270,C00071,2022-04-18,beauty,app,85.21,21.07,0.0646,0
O0009364,C00260,2022-04-18,home,app,87.42,15.5,0.0659,0
O0010403,C00283,2022-04-18,fashion,web,56.0,9.63,0.2887,0
O0015139,C00424,2022-04-18,fashion,web,96.19,24.38,0.0139,0
O0015789,C00442,2022-04-18,grocery,web,74.68,16.7,0.004,0
O0016820,C00466,2022-04-18,fashion,app,27.52,2.33,0.45,0
O0017177,C00475,2022-04-18,electronics,web,99.1,21.46,0.0543,0
O0019749,C00538,2022-04-18,electronics,app,90.43,19.98,0.0567,0
O0022560,C00622,2022-04-18,home,app,124.63,30.72,0.1337,0
O0023258,C00645,2022-04-18,electronics,app,70.81,0.5,0.2337,1
O0024560,C00681,2022-04-18,electronics,app,83.61,18.4,0.0399,0
O0030387,C00830,2022-04-18,beauty,app,45.16,7.53,0.1414,0
O0035183,C00961,2022-04-18,fashion,app,58.91,11.52,0.2422,0
O0038219,C01045,2022-04-18,electronics,app,68.99,16.55,0.1603,0
O0040250,C01100,2022-04-18,home,web,113.02,32.39,0.1016,0
O0040979,C01119,2022-04-18,home,app,37.74,6.33,0.3238,0
O0041904,C01153,2022-04-18,grocery,web,55.99,12.88,0.1679,0
O0042512,C01165,2022-04-18,grocery,app,73.64,22.29,0.0619,0
O0043599,C01190,2022-04-18,grocery,web,68.49,12.81,0.3183,0
O0043848,C01198,2022-04-18,grocery,web,104.81,0.5,0.1408,1
O0048506,C01324,2022-04-18,electronics,app,28.39,1.94,0.1991,0
O0049672,C01361,2022-04-18,electronics,app,110.32,25.34,0.076,0
O0050114,C01370,2022-04-18,electronics,app,54.54,12.05,0.2727,0
O0002060,C00066,2022-04-19,grocery,app,77.17,15.76,0.132,0
O0002424,C00075,2022-04-19,electronics,web,68.0,13.91,0.0759,0
O0003212,C00091,2022-04-19,grocery,web,69.97,15.1,0.1524,0
O0003790,C00108,2022-04-19,electronics,web,77.18,12.75,0.0539,0
O0004059,C00113,2022-04-19,electronics,web,27.66,4.0,0.2836,0
O0005142,C00142,2022-04-19,electronics,app,103.88,24.8,0.2059,0
O0006540,C00184,2022-04-19,grocery,web,45.01,7.16,0.2746,0
O0007396,C00206,2022-04-19,fashion,app,49.87,12.09,0.1048,0
O0007499,C00208,2022-04-19,grocery,web,118.48,29.65,0.1059,0
O0008043,C00224,2022-04-19,electronics,app,93.9,20.78,0.0335,0
O0008113,C00227,2022-04-19,grocery,app,70.9,12.66,0.2638,0
O0009469,C00263,2022-04-19,home,web,45.67,7.32,0.2666,0
O0010084,C00274,2022-04-19,electronics,app,102.51,23.85,0.024,0
O0010765,C00290,2022-04-19,beauty,web,93.7,23.68,0.2189,0
O0011089,C00303,2022-04-19,home,app,102.73,24.18,0.1968,0
O0021110,C00580,2022-04-19,beauty,app,66.48,12.27,0.164,0
O0022077,C00608,2022-04-19,electronics,app,106.22,23.84,0.1072,0
O0022588,C00623,2022-04-19,grocery,web,66.33,11.09,0.0677,0
O0022994,C00636,2022-04-19,home,app,79.67,17.93,0.0916,0
O0023080,C00641,2022-04-19,electronics,web,29.76,3.97,0.2874,0
O0025503,C00705,2022-04-19,electronics,web,80.18,20.1,0.1378,0
O0026642,C00734,2022-04-19,beauty,web,67.79,15.92,0.288,0
O0031439,C00864,2022-04-19,electronics,web,90.73,0.5,0.058,1
O0033944,C00928,2022-04-19,grocery,app,45.79,6.1,0.067,0
O0034309,C00938,2022-04-19,fashion,app,65.95,16.92,0.189,0
O0036825,C01005,2022-04-19,home,web,48.12,0.5,0.2408,1
O0037227,C01016,2022-04-19,home,app,73.6,18.19,0.0516,0
O0038984,C01063,2022-04-19,electronics,app,63.23,14.42,0.2045,0
O0039032,C01064,2022-04-19,fashion,app,89.5,18.9,0.3353,0
O0040763,C01112,2022-04-19,home,web,91.99,0.5,0.298,1
O0040889,C01117,2022-04-19,grocery,app,78.06,20.4,0.3136,0
O0042697,C01171,2022-04-19,grocery,app,51.15,0.5,0.1563,1
O0043216,C01183,2022-04-19,grocery,app,122.77,29.44,0.0477,0
O0046553,C01269,2022-04-19,fashion,app,71.74,0.5,0.0528,1
O0050691,C01386,2022-04-19,grocery,web,48.76,10.93,0.3114,0
O0050982,C01393,2022-04-19,fashion,app,61.05,13.29,0.1865,0
O0001930,C00061,2022-04-20,grocery,assisted,70.8,12.3,0.0532,0
O0005176,C00144,2022-04-20,grocery,web,87.93,21.21,0.06,0
O0006996,C00196,2022-04-20,electronics,web,168.32,41.8,0.0392,0
O0007104,C00199,2022-04-20,home,web,75.6,18.31,0.1027,0
O0009603,C00266,2022-04-20,grocery,web,117.54,31.94,0.0665,0
O0010036,C00273,2022-04-20,beauty,app,84.24,19.53,0.0815,0
O0010308,C00281,2022-04-20,fashion,web,85.93,24.58,0.1889,0
O0010632,C00287,2022-04-20,grocery,app,88.68,23.5,0.0769,0
O0011913,C00324,2022-04-20,fashion,app,72.61,17.39,0.2998,0
O0013890,C00387,2022-04-20,beauty,web,51.39,6.94,0.2214,0
O0015234,C00426,2022-04-20,grocery,app,76.76,0.5,0.1112,1
O0015620,C00437,2022-04-20,electronics,web,83.03,23.78,0.124,0
O0018171,C00502,2022-04-20,home,app,66.41,0.5,0.0409,1
O0018365,C00509,2022-04-20,home,web,126.75,0.5,0.1181,1
O0018706,C00516,2022-04-20,fashion,app,196.35,53.35,0.0441,0
O0019032,C00522,2022-04-20,home,app,54.75,9.98,0.0301,0
O0019174,C00525,2022-04-20,fashion,web,59.34,13.72,0.3245,0
O0019656,C00536,2022-04-20,beauty,app,68.76,12.39,0.1984,0
O0023259,C00645,2022-04-20,beauty,app,111.33,22.07,0.0687,0
O0024512,C00680,2022-04-20,grocery,app,49.56,9.96,0.2636,0
O0024662,C00683,2022-04-20,fashion,web,41.95,10.22,0.0999,0
O0025400,C00703,2022-04-20,grocery,app,61.92,13.68,0.1036,0
O0028969,C00793,2022-04-20,electronics,web,81.82,20.2,0.0991,0
O0030201,C00826,2022-04-20,grocery,app,42.29,9.65,0.0841,0
O0030679,C00840,2022-04-20,beauty,app,78.4,18.85,0.0479,0
O0032332,C00888,2022-04-20,electronics,app,98.94,23.84,0.0604,0
O0033975,C00929,2022-04-20,fashion,web,85.13,15.72,0.0123,0
O0037973,C01040,2022-04-20,fashion,app,84.47,22.32,0.2263,0
O0040228,C01099,2022-04-20,beauty,app,53.28,6.8,0.078,0
O0041886,C01152,2022-04-20,grocery,app,69.96,11.32,0.2612,0
O0043142,C01182,2022-04-20,grocery,app,67.44,14.56,0.0987,0
O0043690,C01193,2022-04-20,beauty,app,43.6,6.2,0.0774,0
O0045228,C01239,2022-04-20,fashion,app,52.58,9.92,0.3145,0
O0045282,C01240,2022-04-20,home,app,74.25,21.78,0.2439,0
O0045666,C01247,2022-04-20,electronics,app,84.63,15.62,0.1746,0
O0046396,C01263,2022-04-20,beauty,app,71.06,12.08,0.1069,0
O0001228,C00040,2022-04-21,grocery,app,97.97,19.74,0.0433,0
O0002000,C00063,2022-04-21,fashion,app,67.69,13.56,0.2128,0
O0004672,C00128,2022-04-21,fashion,app,76.99,17.54,0.0286,0
O0007394,C00206,2022-04-21,home,web,46.27,6.57,0.2303,0
O0007466,C00207,2022-04-21,grocery,web,39.71,7.44,0.2014,0
O0015718,C00439,2022-04-21,fashion,web,50.34,9.53,0.45,0
O0015787,C00442,2022-04-21,fashion,app,47.98,11.41,0.107,0
O0015790,C00442,2022-04-21,electronics,app,63.7,15.67,0.4086,0
O0016338,C00454,2022-04-21,fashion,web,71.23,18.08,0.4177,0
O0017719,C00488,2022-04-21,fashion,app,60.3,12.16,0.187,0
O0018931,C00519,2022-04-21,electronics,app,53.23,9.06,0.284,0
O0019973,C00544,2022-04-21,grocery,app,60.42,10.81,0.1873,0
O0020631,C00562,2022-04-21,home,app,58.24,11.3,0.2571,0
O0020765,C00567,2022-04-21,home,app,41.96,4.35,0.3029,0
O0021165,C00581,2022-04-21,electronics,web,185.32,44.1,0.0257,0
O0021939,C00598,2022-04-21,grocery,app,57.68,9.69,0.0524,0
O0026213,C00726,2022-04-21,grocery,web,72.54,18.01,0.0924,0
O0027459,C00753,2022-04-21,electronics,app,49.2,8.26,0.0177,0
O0028167,C00769,2022-04-21,grocery,app,94.36,19.5,0.0403,0
O0029417,C00802,2022-04-21,home,web,67.42,12.87,0.0942,0
O0029498,C00804,2022-04-21,fashion,app,52.08,8.85,0.2037,0
O0029922,C00815,2022-04-21,electronics,web,115.12,28.37,0.0998,0
O0030202,C00826,2022-04-21,grocery,web,81.36,18.54,0.0909,0
O0031379,C00862,2022-04-21,grocery,app,83.15,21.47,0.3617,0
O0032455,C00890,2022-04-21,beauty,app,72.04,17.81,0.2673,0
O0036721,C01002,2022-04-21,home,app,194.98,54.9,0.0313,0
O0036736,C01003,2022-04-21,beauty,app,54.83,9.88,0.1489,0
O0037372,C01021,2022-04-21,fashion,web,59.63,8.24,0.0779,0
O0039214,C01069,2022-04-21,home,app,77.47,18.13,0.1174,0
O0039844,C01091,2022-04-21,fashion,web,57.0,11.49,0.2158,0
O0040887,C01117,2022-04-21,grocery,assisted,66.31,16.14,0.2977,0
O0040888,C01117,2022-04-21,home,app,62.54,12.5,0.3791,0
O0041063,C01121,2022-04-21,grocery,app,56.49,7.93,0.029,0
O0041496,C01138,2022-04-21,home,app,107.28,22.14,0.0552,0
O0041738,C01147,2022-04-21,electronics,web,75.25,15.82,0.0642,0
O0043775,C01197,2022-04-21,beauty,app,100.72,21.98,0.2783,0
O0044769,C01227,2022-04-21,beauty,app,52.41,8.76,0.3327,0
O0045001,C01233,2022-04-21,home,app,66.89,16.12,0.1591,0
O0046552,C01269,2022-04-21,fashion,app,90.71,21.71,0.1953,0
O0001174,C00039,2022-04-22,electronics,app,46.35,8.24,0.0585,0
O0001741,C00057,2022-04-22,home,app,79.73,18.19,0.1272,0
O0003069,C00089,2022-04-22,home,app,38.77,7.45,0.2401,0
O0003840,C00109,2022-04-22,grocery,web,151.09,36.37,0.1514,0
O0005301,C00148,2022-04-22,fashion,app,59.38,13.04,0.1894,0
O0007595,C00211,2022-04-22,fashion,app,64.35,0.5,0.1134,1
O0011052,C00302,2022-04-22,electronics,assisted,76.62,19.89,0.0639,0
O0011844,C00320,2022-04-22,grocery,app,56.56,8.06,0.1345,0
O0012763,C00355,2022-04-22,fashion,assisted,37.25,0.5,0.2895,1
O0013635,C00378,2022-04-22,fashion,web,108.59,24.5,0.2585,0
O0013741,C00381,2022-04-22,grocery,app,88.82,18.97,0.1127,0
O0014681,C00412,2022-04-22,fashion,app,65.49,13.98,0.2517,0
O0014946,C00418,2022-04-22,beauty,app,45.07,5.34,0.3577,0
O0015050,C00422,2022-04-22,home,web,146.94,37.66,0.0502,0
O0015347,C00429,2022-04-22,grocery,app,47.77,10.38,0.3475,0
O0016340,C00454,2022-04-22,fashion,app,86.37,21.11,0.009,0
O0016543,C00458,2022-04-22,fashion,web,92.77,17.93,0.2189,0
O0017122,C00474,2022-04-22,home,web,80.31,21.18,0.3921,0
O0017596,C00485,2022-04-22,electronics,web,64.03,15.8,0.1434,0
O0018078,C00499,2022-04-22,fashion,app,79.4,15.9,0.1706,0
O0019094,C00523,2022-04-22,fashion,web,77.14,17.01,0.1412,0
O0019173,C00525,2022-04-22,electronics,app,143.61,41.99,0.0433,0
O0021729,C00594,2022-04-22,electronics,app,56.68,10.86,0.22,0
O0024709,C00684,2022-04-22,electronics,web,145.04,32.32,0.1198,0
O0025303,C00701,2022-04-22,electronics,web,40.79,8.57,0.0971,0
O0025402,C00703,2022-04-22,beauty,app,108.6,26.23,0.0898,0
O0026392,C00729,2022-04-22,fashion,web,86.66,21.88,0.0413,0
O0026520,C00732,2022-04-22,home,web,50.06,11.14,0.4024,0
O0026581,C00733,2022-04-22,beauty,app,98.01,21.48,0.0536,0
O0027968,C00765,2022-04-22,fashion,app,33.79,3.61,0.2441,0
O0028781,C00788,2022-04-22,home,app,59.81,12.03,0.194,0
O0029488,C00803,2022-04-22,beauty,app,63.95,9.98,0.1672,0
O0031275,C00859,2022-04-22,home,app,62.85,13.01,0.0484,0
O0031971,C00879,2022-04-22,beauty,web,66.81,14.74,0.172,0
O0034101,C00933,2022-04-22,electronics,web,82.86,0.5,0.2547,1
O0037225,C01016,2022-04-22,electronics,web,48.86,9.64,0.1993,0
O0039986,C01094,2022-04-22,beauty,web,102.62,24.64,0.0552,0
O0040217,C01098,2022-04-22,home,app,34.59,4.17,0.0476,0
O0041324,C01132,2022-04-22,beauty,app,84.09,18.8,0.0428,0
O0041759,C01148,2022-04-22,grocery,app,63.4,10.5,0.2909,0
O0041903,C01153,2022-04-22,grocery,app,45.22,7.66,0.0849,0
O0043215,C01183,2022-04-22,fashion,app,67.26,0.5,0.259,1
O0045229,C01239,2022-04-22,fashion,app,71.72,15.12,0.1063,0
O0047347,C01291,2022-04-22,fashion,app,90.75,26.22,0.1455,0
O0049880,C01366,2022-04-22,fashion,app,79.86,16.25,0.0763,0
O0050799,C01387,2022-04-22,fashion,web,123.54,26.06,0.0517,0
O0000462,C00017,2022-04-23,grocery,web,60.5,9.49,0.2565,0
O0009105,C00255,2022-04-23,grocery,app,59.25,11.91,0.0444,0
O0009716,C00268,2022-04-23,beauty,web,117.63,0.5,0.0985,1
O0010404,C00283,2022-04-23,electronics,web,54.75,10.66,0.0494,0
O0012059,C00331,2022-04-23,beauty,assisted,59.34,8.51,0.1911,0
O0012672,C00352,2022-04-23,beauty,web,79.61,20.29,0.1874,0
O0014680,C00412,2022-04-23,home,app,49.7,9.47,0.0934,0
O0015748,C00440,2022-04-23,fashion,app,69.29,12.14,0.0803,0
O0017781,C00489,2022-04-23,beauty,web,30.78,4.21,0.4414,0
O0020687,C00564,2022-04-23,grocery,web,43.0,6.6,0.126,0
O0024287,C00674,2022-04-23,fashion,web,60.98,11.21,0.1398,0
O0024708,C00684,2022-04-23,fashion,app,50.91,11.66,0.2812,0
O0026864,C00738,2022-04-23,electronics,web,69.42,16.11,0.0533,0
O0028904,C00791,2022-04-23,grocery,app,48.44,7.51,0.0545,0
O0029260,C00798,2022-04-23,fashion,web,63.63,17.46,0.1349,0
O0030851,C00845,2022-04-23,fashion,app,98.85,23.16,0.0485,0
O0032956,C00903,2022-04-23,electronics,web,89.57,26.36,0.1234,0
O0033880,C00927,2022-04-23,home,app,109.71,28.93,0.2109,0
O0037650,C01031,2022-04-23,home,app,103.58,0.5,0.0183,1
O0038329,C01046,2022-04-23,fashion,app,25.62,2.83,0.1833,0
O0040980,C01119,2022-04-23,home,app,69.87,15.18,0.2455,0
O0041220,C01126,2022-04-23,electronics,web,69.23,18.17,0.0877,0
O0042192,C01158,2022-04-23,home,app,76.85,17.16,0.0176,0
O0042814,C01174,2022-04-23,electronics,app,57.98,11.42,0.1384,0
O0044971,C01232,2022-04-23,home,app,60.42,8.59,0.0629,0
O0045970,C01252,2022-04-23,home,web,85.56,21.14,0.1238,0
O0047777,C01301,2022-04-23,electronics,app,41.84,4.4,0.062,0
O0048122,C01313,2022-04-23,home,app,44.34,5.11,0.4001,0
O0049915,C01367,2022-04-23,home,app,31.09,3.91,0.1598,0
O0051119,C01396,2022-04-23,fashion,app,94.28,25.48,0.0827,0
O0051120,C01396,2022-04-23,home,web,43.87,8.92,0.1238,0
O0000073,C00005,2022-04-24,fashion,app,49.52,11.83,0.45,0
O0001471,C00049,2022-04-24,grocery,app,58.02,10.22,0.2057,0
O0001501,C00050,2022-04-24,fashion,app,97.01,23.41,0.072,0
O0002494,C00076,2022-04-24,home,web,67.05,12.95,0.3255,0
O0003270,C00092,2022-04-24,electronics,web,94.02,16.8,0.1087,0
O0005057,C00140,2022-04-24,fashion,app,30.65,5.56,0.3255,0
O0005941,C00165,2022-04-24,grocery,app,88.01,22.08,0.1365,0
O0007620,C00212,2022-04-24,home,web,48.97,7.72,0.3009,0
O0008498,C00238,2022-04-24,home,app,22.85,0.88,0.2766,0
O0009286,C00259,2022-04-24,fashion,web,47.61,9.24,0.093,0
O0010160,C00276,2022-04-24,grocery,web,144.36,39.57,0.0532,0
O0011649,C00316,2022-04-24,home,app,56.61,13.24,0.2804,0
O0011769,C00318,2022-04-24,fashion,app,79.33,12.88,0.064,0
O0012874,C00362,2022-04-24,grocery,app,142.16,44.0,0.0726,0
O0014682,C00412,2022-04-24,grocery,web,63.48,10.57,0.1914,0
O0015213,C00425,2022-04-24,electronics,app,54.56,0.5,0.1048,1
O0015970,C00445,2022-04-24,beauty,app,70.09,13.44,0.0962,0
O0016836,C00467,2022-04-24,fashion,web,52.22,10.27,0.1232,0
O0017455,C00482,2022-04-24,home,app,57.04,10.18,0.272,0
O0017691,C00487,2022-04-24,electronics,app,102.3,23.29,0.0122,0
O0018625,C00514,2022-04-24,home,app,30.71,4.46,0.3688,0
O0023199,C00644,2022-04-24,electronics,app,49.35,9.11,0.1904,0
O0024132,C00669,2022-04-24,home,app,61.54,12.69,0.1873,0
O0026052,C00723,2022-04-24,electronics,assisted,76.13,18.51,0.0535,0
O0026789,C00737,2022-04-24,grocery,app,46.78,8.75,0.0308,0
O0031260,C00858,2022-04-24,beauty,web,67.4,10.46,0.1548,0
O0031274,C00859,2022-04-24,fashion,app,81.13,16.58,0.2016,0
O0031901,C00878,2022-04-24,beauty,web,62.77,14.38,0.0606,0
O0032630,C00894,2022-04-24,beauty,app,73.14,13.44,0.2465,0
O0033525,C00919,2022-04-24,electronics,app,26.01,2.39,0.2873,0
O0036031,C00983,2022-04-24,fashion,web,44.44,6.92,0.1581,0
O0036343,C00992,2022-04-24,grocery,web,188.57,41.77,0.0481,0
O0038327,C01046,2022-04-24,electronics,web,43.47,6.44,0.208,0
O0039058,C01065,2022-04-24,electronics,web,62.82,11.97,0.1658,0
O0039987,C01094,2022-04-24,grocery,web,52.81,9.11,0.1511,0
O0041062,C01121,2022-04-24,grocery,web,42.5,0.5,0.0673,1
O0041285,C01129,2022-04-24,beauty,web,40.45,5.65,0.1805,0
O0043774,C01197,2022-04-24,home,web,87.16,17.86,0.2204,0
O0045847,C01251,2022-04-24,grocery,app,119.9,31.15,0.1249,0
O0048736,C01330,2022-04-24,fashion,web,142.67,44.65,0.1143,0
O0050409,C01376,2022-04-24,electronics,app,50.29,9.37,0.307,0
O0050906,C01390,2022-04-24,home,web,59.82,15.0,0.1138,0
O0001692,C00054,2022-04-25,beauty,app,38.14,5.11,0.1653,0
O0001876,C00060,2022-04-25,home,app,77.46,16.5,0.1344,0
O0004573,C00127,2022-04-25,electronics,app,36.18,4.69,0.4411,0
O0011274,C00308,2022-04-25,grocery,app,101.02,21.64,0.087,0
O0012125,C00333,2022-04-25,grocery,app,65.09,12.5,0.0787,0
O0014589,C00409,2022-04-25,grocery,app,102.23,21.83,0.1647,0
O0015621,C00437,2022-04-25,electronics,app,94.87,20.93,0.0592,0
O0019542,C00534,2022-04-25,home,assisted,70.59,16.27,0.1823,0
O0022291,C00616,2022-04-25,beauty,web,55.38,10.3,0.0984,0
O0024738,C00685,2022-04-25,fashion,app,221.77,52.45,0.0717,0
O0025854,C00718,2022-04-25,grocery,app,71.62,14.96,0.07,0
O0026769,C00736,2022-04-25,fashion,web,102.39,22.85,0.1043,0
O0029719,C00809,2022-04-25,fashion,assisted,153.86,40.08,0.0813,0
O0029771,C00811,2022-04-25,home,app,62.42,12.38,0.2726,0
O0032456,C00890,2022-04-25,home,app,48.97,7.86,0.45,0
O0032632,C00894,2022-04-25,grocery,web,62.95,14.39,0.1125,0
O0032733,C00897,2022-04-25,beauty,web,72.24,12.74,0.1228,0
O0032765,C00898,2022-04-25,home,web,69.1,18.29,0.1252,0
O0033079,C00906,2022-04-25,home,web,82.2,20.36,0.2198,0
O0033526,C00919,2022-04-25,home,app,64.82,13.01,0.1188,0
O0034200,C00936,2022-04-25,grocery,web,83.62,14.56,0.1974,0
O0035794,C00976,2022-04-25,home,app,62.57,11.15,0.0283,0
O0036979,C01009,2022-04-25,fashion,web,63.74,12.24,0.1242,0
O0043708,C01195,2022-04-25,home,app,48.74,0.5,0.1937,1
O0046130,C01255,2022-04-25,fashion,web,122.63,30.38,0.168,0
O0046611,C01271,2022-04-25,electronics,app,56.24,10.64,0.323,0
O0047648,C01298,2022-04-25,home,assisted,107.05,29.21,0.1759,0
O0049150,C01348,2022-04-25,home,app,68.39,15.36,0.161,0
O0050371,C01374,2022-04-25,home,app,44.57,6.86,0.1783,0
O0051030,C01394,2022-04-25,home,web,59.23,12.55,0.0709,0
O0001473,C00049,2022-04-26,home,web,59.17,8.23,0.3793,0
O0002788,C00083,2022-04-26,beauty,web,63.11,9.45,0.237,0
O0003028,C00087,2022-04-26,electronics,app,68.98,0.5,0.0061,1
O0003318,C00094,2022-04-26,home,app,58.1,0.5,0.1529,1
O0005595,C00156,2022-04-26,grocery,app,86.84,17.37,0.2881,0
O0005961,C00166,2022-04-26,grocery,web,76.93,15.73,0.0661,0
O0008620,C00240,2022-04-26,fashion,app,36.9,6.51,0.2507,0
O0010498,C00284,2022-04-26,home,app,47.05,7.89,0.0886,0
O0011725,C00317,2022-04-26,fashion,app,95.19,20.87,0.0889,0
O0013715,C00380,2022-04-26,electronics,web,69.75,11.66,0.0892,0
O0014012,C00392,2022-04-26,grocery,app,51.64,11.5,0.1788,0
O0015561,C00436,2022-04-26,grocery,app,77.95,16.37,0.1139,0
O0016837,C00467,2022-04-26,home,app,70.74,14.83,0.3916,0
O0017062,C00473,2022-04-26,beauty,app,126.82,33.11,0.125,0
O0024778,C00686,2022-04-26,fashion,assisted,35.89,5.49,0.3486,0
O0025708,C00712,2022-04-26,grocery,web,69.51,13.22,0.0632,0
O0026150,C00725,2022-04-26,electronics,web,110.12,29.73,0.1079,0
O0027568,C00755,2022-04-26,grocery,app,69.94,12.01,0.0626,0
O0028903,C00791,2022-04-26,home,app,70.1,14.92,0.2433,0
O0029921,C00815,2022-04-26,home,web,47.86,13.06,0.1207,0
O0030678,C00840,2022-04-26,beauty,web,125.37,23.27,0.1696,0
O0030917,C00847,2022-04-26,electronics,assisted,59.98,11.48,0.1821,0
O0032146,C00885,2022-04-26,electronics,app,94.46,17.0,0.119,0
O0034718,C00946,2022-04-26,beauty,app,56.82,11.41,0.0981,0
O0036365,C00993,2022-04-26,grocery,app,58.11,7.62,0.3628,0
O0037130,C01015,2022-04-26,fashion,web,50.95,8.51,0.1801,0
O0038146,C01043,2022-04-26,grocery,app,57.64,10.94,0.1467,0
O0039181,C01068,2022-04-26,electronics,app,42.92,4.82,0.1519,0
O0039795,C01089,2022-04-26,fashion,app,71.4,0.5,0.45,1
O0040055,C01095,2022-04-26,beauty,app,62.24,11.29,0.0524,0
O0041192,C01125,2022-04-26,beauty,app,50.58,9.7,0.1315,0
O0041407,C01134,2022-04-26,beauty,app,78.39,14.87,0.1884,0
O0042426,C01164,2022-04-26,grocery,app,60.07,14.54,0.0805,0
O0042883,C01177,2022-04-26,grocery,web,91.35,20.04,0.1342,0
O0044024,C01205,2022-04-26,home,app,84.67,21.72,0.0785,0
O0044084,C01206,2022-04-26,electronics,app,73.59,21.11,0.2007,0
O0044134,C01207,2022-04-26,home,web,137.54,29.27,0.0878,0
O0047646,C01298,2022-04-26,grocery,assisted,74.92,17.58,0.055,0
O0047869,C01304,2022-04-26,grocery,web,88.22,20.31,0.1646,0
O0047974,C01309,2022-04-26,grocery,web,40.92,9.05,0.45,0
O0048786,C01331,2022-04-26,home,web,64.86,9.04,0.2828,0
O0049634,C01360,2022-04-26,beauty,app,93.2,23.87,0.0797,0
O0050408,C01376,2022-04-26,fashion,web,136.97,33.74,0.088,0
O0004161,C00114,2022-04-27,fashion,web,35.23,4.47,0.381,0
O0004239,C00117,2022-04-27,beauty,web,36.6,4.92,0.43,0
O0004782,C00131,2022-04-27,electronics,app,56.13,13.32,0.2514,0
O0005885,C00164,2022-04-27,electronics,web,104.39,29.02,0.0457,0
O0006691,C00188,2022-04-27,grocery,web,99.42,29.57,0.1628,0
O0006847,C00192,2022-04-27,home,app,38.15,6.34,0.1145,0
O0006888,C00193,2022-04-27,home,app,43.06,10.7,0.1892,0
O0007888,C00220,2022-04-27,home,app,66.46,11.35,0.1715,0
O0008619,C00240,2022-04-27,fashion,app,59.96,13.56,0.0879,0
O0010563,C00285,2022-04-27,fashion,app,26.28,0.5,0.45,1
O0010629,C00287,2022-04-27,grocery,app,47.38,8.41,0.0841,0
O0011339,C00310,2022-04-27,electronics,web,84.59,18.47,0.0328,0
O0011724,C00317,2022-04-27,home,web,94.13,15.84,0.3018,0
O0013815,C00385,2022-04-27,home,app,53.32,8.5,0.3256,0
O0014011,C00392,2022-04-27,electronics,web,34.55,5.01,0.2256,0
O0014469,C00404,2022-04-27,beauty,app,88.7,22.23,0.3699,0
O0015027,C00421,2022-04-27,beauty,web,61.17,11.88,0.1253,0
O0015919,C00443,2022-04-27,electronics,app,86.94,20.91,0.211,0
O0016196,C00451,2022-04-27,grocery,web,47.12,0.5,0.0687,1
O0017355,C00479,2022-04-27,grocery,web,76.7,18.67,0.1182,0
O0019175,C00525,2022-04-27,home,app,49.9,9.34,0.3447,0
O0020195,C00549,2022-04-27,grocery,web,96.44,20.81,0.0943,0
O0021831,C00596,2022-04-27,home,app,38.9,4.17,0.2394,0
O0023260,C00645,2022-04-27,beauty,app,42.64,5.74,0.2949,0
O0024313,C00675,2022-04-27,home,web,54.45,0.5,0.1594,1
O0026273,C00727,2022-04-27,electronics,web,64.92,12.77,0.0267,0
O0027569,C00755,2022-04-27,home,web,60.91,10.38,0.0469,0
O0029144,C00796,2022-04-27,beauty,app,31.53,5.06,0.2968,0
O0029371,C00800,2022-04-27,home,app,71.0,15.42,0.0693,0
O0030640,C00838,2022-04-27,electronics,web,63.18,0.5,0.0698,1
O0034679,C00945,2022-04-27,beauty,web,72.1,16.92,0.208,0
O0034861,C00951,2022-04-27,beauty,web,133.31,34.48,0.2414,0
O0036323,C00991,2022-04-27,beauty,web,71.93,13.33,0.1481,0
