customer_id,acquisition_date,acquisition_channel,region
C00825,2021-08-30,organic,north
C00826,2021-06-26,paid_search,west
C00827,2021-07-16,affiliate,south
C00828,2020-06-22,referral,west
C00829,2021-09-09,affiliate,central
C00830,2021-08-28,organic,central
C00831,2020-12-04,paid_search,central
C00832,2021-02-02,paid_search,south
C00833,2020-01-28,organic,central
C00834,2021-07-09,paid_search,south
C00835,2021-12-02,organic,south
C00836,2020-12-10,organic,west
C00837,2021-01-29,paid_search,central
C00838,2020-12-30,organic,central
C00839,2020-03-01,paid_search,north
C00840,2021-03-28,organic,north
C00841,2021-06-10,affiliate,south
C00842,2021-11-08,organic,central
C00843,2021-11-09,referral,south
C00844,2020-12-25,organic,north
C00845,2021-12-01,paid_search,west
C00846,2021-01-20,organic,west
C00847,2021-04-13,organic,central
C00848,2021-03-15,paid_search,west
C00849,2021-12-30,referral,central
C00850,2021-06-22,referral,south
C00851,2020-03-28,organic,west
C00852,2020-02-22,organic,south
C00853,2020-10-26,affiliate,south
C00854,2021-01-11,paid_search,central
C00855,2021-05-03,organic,south
C00856,2020-12-17,affiliate,south
C00857,2021-01-10,paid_search,north
C00858,2021-11-03,affiliate,north
C00859,2020-09-01,organic,south
C00860,2020-12-26,paid_search,south
C00861,2021-02-10,organic,central
C00862,2020-12-07,affiliate,west
C00863,2021-12-07,organic,south
C00864,2021-12-03,affiliate,central
C00865,2021-01-09,affiliate,central
C00866,2020-11-24,affiliate,south
C00867,2021-03-05,organic,south
C00868,2020-05-12,organic,central
C00869,2020-11-06,paid_search,central
C00870,2020-06-07,paid_search,south
C00871,2020-04-15,referral,south
C00872,2020-03-10,paid_search,west
C00873,2021-03-04,referral,north
C00874,2020-01-01,organic,south
C00875,2021-04-16,paid_search,central
C00876,2020-11-11,organic,north
C00877,2020-09-24,affiliate,south
C00878,2021-07-15,organic,south
C00879,2021-01-28,organic,central
C00880,2021-06-19,affiliate,south
C00881,2021-06-01,paid_search,central
C00882,2020-01-24,organic,north
C00883,2020-06-06,organic,central
C00884,2021-02-20,paid_search,central
C00885,2021-12-13,organic,south
C00886,2020-04-22,organic,west
C00887,2020-03-18,paid_search,south
C00888,2021-11-17,organic,north
C00889,2021-12-06,paid_search,central
C00890,2020-05-02,paid_search,north
C00891,2020-10-20,organic,south
C00892,2021-04-02,organic,central
C00893,2020-05-22,organic,central
C00894,2020-08-26,organic,south
C00895,2020-10-15,organic,south
C00896,2021-04-13,referral,central
C00897,2020-08-12,referral,central
C00898,2020-10-27,paid_search,south
C00899,2020-07-30,paid_search,central
C00900,2021-07-08,paid_search,north
C00901,2020-04-21,affiliate,west
C00902,2020-06-17,organic,central
C00903,2020-07-01,organic,central
C00904,2021-10-23,organic,north
C00905,2021-11-20,organic,central
C00906,2020-12-31,organic,central
C00907,2020-04-24,referral,central
C00908,2021-07-05,referral,central
C00909,2020-12-25,organic,central
C00910,2021-09-12,paid_search,west
C00911,2020-09-19,paid_search,west
C00912,2021-12-30,paid_search,north
C00913,2021-08-12,paid_search,north
C00914,2020-06-12,organic,south
C00915,2021-06-13,referral,west
C00916,2020-07-28,referral,west
C00917,2020-09-12,affiliate,north
C00918,2020-07-01,affiliate,central
C00919,2021-05-13,paid_search,north
C00920,2020-07-10,organic,west
C00921,2021-04-11,organic,central
C00922,2021-03-01,paid_search,central
C00923,2021-07-02,organic,central
C00924,2021-12-26,affiliate,central
C00925,2020-01-07,paid_search,south
C00926,2021-12-23,paid_search,north
C00927,2020-03-20,organic,south
C00928,2021-01-19,referral,south
C00929,2020-09-05,organic,south
C00930,2021-04-11,organic,central
C00931,2021-06-10,organic,west
C00932,2021-09-19,affiliate,south
C00933,2020-10-20,referral,north
C00934,2021-11-12,organic,north
C00935,2020-08-23,referral,south
C00936,2020-05-28,organic,central
C00937,2020-10-03,paid_search,north
C00938,2021-01-20,organic,north
C00939,2021-05-02,paid_search,north
C00940,2021-08-30,affiliate,central
C00941,2020-06-13,paid_search,south
C00942,2020-08-09,organic,north
C00943,2021-11-16,affiliate,south
C00944,2020-11-17,referral,central
C00945,2020-06-25,paid_search,central
C00946,2021-12-20,paid_search,north
C00947,2020-11-23,affiliate,south
C00948,2021-12-20,organic,west
C00949,2021-11-02,referral,central
C00950,2021-10-23,organic,north
C00951,2021-02-28,affiliate,central
C00952,2021-08-05,organic,north
C00953,2021-12-02,organic,west
C00954,2020-07-15,paid_search,north
C00955,2020-01-28,paid_search,west
C00956,2020-08-22,referral,central
C00957,2021-04-09,referral,central
C00958,2021-02-03,organic,west
C00959,2020-02-28,organic,north
C00960,2021-02-13,organic,south
C00961,2020-05-07,paid_search,north
C00962,2021-01-04,paid_search,west
C00963,2021-02-24,referral,central
C00964,2021-04-09,affiliate,north
C00965,2020-10-28,organic,west
C00966,2020-10-25,paid_search,north
C00967,2021-05-10,paid_search,north
C00968,2021-06-30,paid_search,south
C00969,2021-08-12,organic,central
C00970,2020-08-31,paid_search,west
C00971,2020-11-05,paid_search,south
C00972,2020-08-29,organic,south
C00973,2021-01-20,affiliate,central
C00974,2020-04-02,organic,north
C00975,2020-11-09,paid_search,west
C00976,2020-05-17,paid_search,north
C00977,2021-01-23,referral,central
C00978,2021-09-12,organic,central
C00979,2021-12-20,organic,central
C00980,2020-11-21,organic,south
C00981,2020-02-11,paid_search,south
C00982,2020-06-15,organic,south
C00983,2020-03-17,affiliate,west
C00984,2021-07-08,organic,central
C00985,2021-12-19,organic,central
C00986,2021-02-08,paid_search,north
C00987,2020-05-09,affiliate,south
C00988,2020-01-16,referral,central
C00989,2021-12-13,affiliate,central
C00990,2020-08-18,paid_search,north
C00991,2020-03-22,affiliate,south
C00992,2020-05-09,affiliate,south
C00993,2020-07-05,organic,west
C00994,2021-04-23,paid_search,north
C00995,2021-10-13,affiliate,west
C00996,2020-07-19,organic,central
C00997,2021-05-16,affiliate,central
C00998,2020-02-17,paid_search,central
C00999,2020-01-08,paid_search,central
C01000,2020-02-10,organic,central
C01001,2021-11-04,affiliate,north
C01002,2021-02-28,referral,central
C01003,2021-08-10,organic,south
C01004,2020-01-16,paid_search,west
C01005,2020-01-17,organic,south
C01006,2021-09-11,organic,south
C01007,2020-03-15,referral,north
C01008,2020-04-23,paid_search,south
C01009,2021-01-13,organic,north
C01010,2021-03-18,organic,central
C01011,2020-06-16,referral,north
C01012,2020-11-20,organic,south
C01013,2021-05-07,affiliate,central
C01014,2020-11-19,organic,south
C01015,2020-10-06,organic,central
C01016,2020-02-22,affiliate,central
C01017,2020-11-25,organic,central
C01018,2021-08-09,affiliate,north
C01019,2021-04-02,organic,central
C01020,2021-10-13,affiliate,south
C01021,2020-04-02,affiliate,central
C01022,2020-01-09,affiliate,north
C01023,2021-02-04,organic,south
C01024,2020-05-10,affiliate,central
C01025,2021-03-09,referral,north
C01026,2021-10-21,organic,north
C01027,2020-09-03,organic,central
C01028,2021-02-05,affiliate,central
C01029,2021-05-12,organic,south
C01030,2020-04-19,affiliate,central
C01031,2021-10-17,affiliate,south
C01032,2020-05-28,organic,central
C01033,2021-08-13,paid_search,south
C01034,2021-04-26,paid_search,south
C01035,2020-04-12,organic,central
C01036,2021-06-13,referral,north
C01037,2020-05-23,organic,central
C01038,2021-03-13,paid_search,west
C01039,2021-12-01,referral,west
C01040,2021-11-26,organic,north
C01041,2021-09-28,affiliate,south
C01042,2020-12-26,organic,central
C01043,2021-02-12,paid_search,north
C01044,2020-08-07,organic,south
C01045,2021-11-03,affiliate,central
C01046,2020-12-14,affiliate,central
C01047,2021-07-17,referral,west
C01048,2020-09-19,referral,central
C01049,2021-06-24,affiliate,south
C01050,2020-06-12,affiliate,central
C01051,2021-06-19,paid_search,north
C01052,2020-02-03,referral,central
C01053,2020-03-17,paid_search,west
C01054,2020-09-14,referral,central
C01055,2020-12-17,organic,north
C01056,2021-06-03,paid_search,south
C01057,2020-09-19,affiliate,west
C01058,2020-01-14,organic,west
C01059,2020-08-25,organic,central
C01060,2020-11-16,referral,central
C01061,2021-01-31,paid_search,central
C01062,2021-04-15,organic,south
C01063,2020-06-29,organic,west
C01064,2021-03-21,paid_search,south
C01065,2021-04-06,paid_search,central
C01066,2021-07-20,referral,north
C01067,2021-01-16,referral,central
C01068,2021-08-14,affiliate,north
C01069,2020-06-10,affiliate,north
C01070,2021-06-03,organic,central
C01071,2020-02-03,referral,south
C01072,2020-03-16,organic,west
C01073,2021-09-23,organic,south
C01074,2020-12-12,referral,west
C01075,2021-03-29,referral,south
C01076,2021-03-16,organic,south
C01077,2021-05-22,affiliate,north
C01078,2020-06-28,paid_search,south
C01079,2020-05-10,organic,north
C01080,2020-02-01,organic,north
C01081,2021-09-23,organic,north
C01082,2020-06-12,paid_search,west
C01083,2021-02-23,paid_search,south
C01084,2020-11-28,paid_search,west
C01085,2020-04-28,organic,west
C01086,2020-10-29,referral,west
C01087,2020-03-01,paid_search,north
C01088,2020-05-08,referral,west
C01089,2020-04-11,organic,west
C01090,2021-08-24,paid_search,west
C01091,2021-02-18,referral,north
C01092,2021-11-06,organic,north
C01093,2020-11-14,organic,west
C01094,2020-05-26,organic,north
C01095,2021-03-20,organic,central
C01096,2021-11-09,paid_search,central
C01097,2021-01-23,organic,north
C01098,2020-01-14,organic,north
C01099,2020-08-09,paid_search,west
C01100,2021-11-06,organic,west
C01101,2021-01-13,organic,west
C01102,2021-11-25,affiliate,central
C01103,2021-01-06,organic,north
C01104,2020-01-09,organic,central
C01105,2021-09-29,organic,central
C01106,2021-07-11,organic,north
C01107,2021-06-06,paid_search,south
C01108,2021-12-09,organic,west
C01109,2020-05-23,organic,central
C01110,2021-10-23,referral,central
C01111,2020-06-18,referral,central
C01112,2021-12-09,organic,north
C01113,2020-05-19,organic,central
C01114,2021-02-05,paid_search,central
C01115,2021-07-30,referral,central
C01116,2020-02-27,affiliate,central
C01117,2020-02-18,organic,west
C01118,2021-09-12,organic,north
C01119,2020-02-14,paid_search,north
C01120,2021-03-24,referral,north
C01121,2021-11-15,referral,north
C01122,2021-03-24,organic,central
C01123,2020-12-17,paid_search,south
C01124,2020-10-31,organic,west
C01125,2021-04-10,affiliate,south
C01126,2021-02-21,referral,central
C01127,2021-01-01,paid_search,north
C01128,2020-04-22,organic,central
C01129,2021-04-28,paid_search,central
C01130,2021-06-24,paid_search,west
C01131,2021-06-01,affiliate,central
C01132,2020-02-24,organic,north
C01133,2021-05-28,referral,central
C01134,2021-06-16,organic,north
C01135,2020-05-13,organic,west
C01136,2021-09-11,organic,north
C01137,2021-01-17,organic,north
C01138,2020-12-10,organic,north
C01139,2021-06-11,affiliate,south
C01140,2021-01-07,organic,central
C01141,2021-02-01,organic,south
C01142,2020-08-15,organic,central
C01143,2021-11-08,organic,north
C01144,2021-12-08,referral,west
C01145,2020-04-05,referral,north
C01146,2021-06-19,organic,north
C01147,2020-01-18,affiliate,central
C01148,2020-09-26,affiliate,north
C01149,2021-12-09,referral,north
C01150,2020-05-07,organic,south
C01151,2020-10-02,organic,central
C01152,2020-06-09,paid_search,central
C01153,2021-06-15,referral,central
C01154,2020-12-04,affiliate,south
C01155,2021-03-08,paid_search,north
C01156,2021-11-19,organic,north
C01157,2021-01-15,affiliate,south
C01158,2021-06-19,referral,south
C01159,2020-03-12,paid_search,west
C01160,2020-06-06,affiliate,central
C01161,2021-11-22,paid_search,north
C01162,2021-09-19,paid_search,central
C01163,2021-04-24,paid_search,south
C01164,2020-10-03,affiliate,north
C01165,2020-05-25,referral,central
C01166,2021-09-13,paid_search,north
C01167,2021-07-27,organic,west
C01168,2020-06-25,paid_search,west
C01169,2021-03-06,organic,central
C01170,2021-03-27,organic,west
C01171,2020-12-14,organic,west
C01172,2021-11-07,paid_search,north
C01173,2020-03-31,organic,central
C01174,2020-07-07,organic,south
C01175,2020-03-10,affiliate,north
C01176,2021-05-20,organic,central
C01177,2021-04-15,paid_search,central
C01178,2021-12-21,referral,west
C01179,2021-01-30,paid_search,central
C01180,2020-04-19,organic,south
C01181,2020-11-25,organic,central
C01182,2020-03-05,paid_search,north
C01183,2021-05-04,paid_search,west
C01184,2021-05-07,organic,north
C01185,2021-09-18,paid_search,north
C01186,2020-09-05,paid_search,central
C01187,2020-08-14,organic,south
C01188,2020-02-22,paid_search,central
C01189,2020-10-30,organic,north
C01190,2020-12-12,organic,central
C01191,2021-07-04,affiliate,central
C01192,2021-07-04,organic,north
C01193,2020-04-12,paid_search,central
C01194,2020-07-27,paid_search,north
C01195,2021-01-08,organic,central
C01196,2020-09-01,referral,south
C01197,2020-01-19,organic,south
C01198,2021-09-09,organic,central
C01199,2021-06-17,referral,central
C01200,2021-01-14,affiliate,central
C01201,2020-08-19,affiliate,west
C01202,2021-09-07,organic,north
C01203,2020-01-26,organic,north
C01204,2020-11-21,paid_search,central
C01205,2021-08-07,organic,north
C01206,2021-11-26,organic,north
C01207,2020-07-02,affiliate,north
C01208,2021-04-20,organic,south
C01209,2020-05-18,organic,south
C01210,2020-03-25,organic,south
C01211,2020-09-14,paid_search,south
C01212,2021-10-08,paid_search,central
C01213,2021-05-18,referral,west
C01214,2020-12-23,organic,south
C01215,2020-07-25,organic,south
C01216,2020-04-13,paid_search,south
C01217,2020-07-16,paid_search,central
C01218,2020-04-21,paid_search,central
C01219,2020-05-16,referral,central
C01220,2021-05-16,paid_search,north
C01221,2020-04-06,paid_search,central
C01222,2020-02-04,referral,north
C01223,2021-01-30,organic,north
C01224,2020-07-28,referral,west
C01225,2020-11-27,paid_search,south
C01226,2020-04-12,paid_search,central
C01227,2020-06-02,referral,central
C01228,2020-11-17,paid_search,central
C01229,2021-05-18,paid_search,west
C01230,2020-10-29,organic,south
C01231,2021-01-30,affiliate,south
C01232,2021-01-15,paid_search,central
C01233,2020-07-15,organic,central
C01234,2020-07-23,affiliate,south
C01235,2020-11-06,paid_search,west
C01236,2020-01-24,paid_search,central
C01237,2021-05-15,organic,central
C01238,2021-03-24,paid_search,central
C01239,2020-08-11,organic,central
C01240,2020-09-29,organic,west
C01241,2020-08-27,paid_search,south
C01242,2021-04-20,organic,central
C01243,2021-07-08,organic,central
C01244,2020-03-20,affiliate,central
C01245,2020-10-28,organic,north
C01246,2020-01-11,referral,central
C01247,2020-11-26,referral,south
C01248,2020-06-30,paid_search,south
C01249,2020-09-02,referral,north
C01250,2020-11-29,referral,south
C01251,2020-08-24,organic,south
C01252,2020-10-14,affiliate,central
C01253,2021-07-12,organic,south
C01254,2021-08-14,affiliate,south
C01255,2020-01-05,paid_search,west
C01256,2020-10-02,organic,north
C01257,2021-09-10,organic,north
C01258,2021-01-22,referral,central
C01259,2020-05-29,organic,north
C01260,2021-03-09,organic,central
C01261,2020-04-15,organic,south
C01262,2020-01-16,paid_search,north
C01263,2021-04-06,referral,central
C01264,2021-01-11,affiliate,west
C01265,2021-07-06,paid_search,central
C01266,2020-09-08,organic,central
C01267,2021-09-15,organic,central
C01268,2020-11-03,paid_search,north
C01269,2021-06-22,affiliate,north
C01270,2020-03-14,affiliate,south
C01271,2020-03-11,paid_search,central
C01272,2021-07-25,paid_search,central
C01273,2021-08-31,paid_search,north
C01274,2021-11-18,paid_search,west
C01275,2020-08-24,paid_search,north
C01276,2020-01-17,affiliate,south
C01277,2021-12-16,paid_search,central
C01278,2021-03-15,referral,south
C01279,2020-06-29,paid_search,central
C01280,2021-07-11,organic,north
C01281,2021-10-21,organic,central
C01282,2020-07-26,paid_search,south
C01283,2021-07-15,paid_search,north
C01284,2021-07-28,paid_search,central
C01285,2021-01-01,affiliate,central
C01286,2021-04-06,organic,north
C01287,2020-07-15,affiliate,central
C01288,2021-11-09,affiliate,north
C01289,2021-12-18,paid_search,central
C01290,2021-12-17,paid_search,north
C01291,2021-06-22,organic,central
C01292,2020-01-31,paid_search,central
C01293,2020-09-24,affiliate,central
C01294,2020-11-20,referral,central
C01295,2021-12-01,paid_search,west
C01296,2021-02-03,organic,central
C01297,2021-01-26,affiliate,south
C01298,2020-04-17,affiliate,north
C01299,2021-08-02,organic,central
C01300,2020-09-02,affiliate,north
C01301,2020-03-08,organic,central
C01302,2021-12-21,organic,south
C01303,2020-05-18,organic,west
C01304,2020-01-12,organic,central
C01305,2020-02-26,referral,south
C01306,2020-11-26,paid_search,north
C01307,2020-03-16,organic,north
C01308,2021-09-07,paid_search,south
C01309,2021-01-09,paid_search,north
C01310,2020-08-24,organic,north
C01311,2020-01-03,organic,west
C01312,2020-12-16,affiliate,west
C01313,2020-04-20,organic,south
C01314,2021-12-14,affiliate,central
C01315,2020-07-31,organic,west
C01316,2020-12-12,affiliate,north
C01317,2020-01-14,affiliate,central
C01318,2020-04-05,organic,central
C01319,2020-05-31,organic,west
C01320,2020-02-07,referral,west
C01321,2021-06-13,paid_search,south
C01322,2021-11-21,paid_search,north
C01323,2021-12-20,organic,central
C01324,2020-07-13,organic,central
C01325,2021-07-29,paid_search,west
C01326,2021-01-02,referral,north
C01327,2020-02-03,organic,north
C01328,2020-03-07,affiliate,south
C01329,2021-02-03,affiliate,central
C01330,2020-11-05,organic,west
C01331,2020-01-07,organic,north
C01332,2021-11-09,organic,south
C01333,2021-06-17,paid_search,north
C01334,2021-01-01,paid_search,north
C01335,2021-12-21,paid_search,central
C01336,2021-12-09,organic,north
C01337,2021-12-11,affiliate,south
C01338,2020-07-07,paid_search,north
C01339,2021-10-05,paid_search,north
C01340,2021-01-03,paid_search,south
C01341,2021-06-14,organic,north
C01342,2021-09-19,affiliate,south
C01343,2020-04-29,paid_search,south
C01344,2020-11-23,paid_search,north
C01345,2020-04-04,organic,south
C01346,2020-07-23,paid_search,central
C01347,2020-10-28,paid_search,central
C01348,2021-09-16,organic,north
C01349,2021-09-21,referral,west
C01350,2020-10-11,referral,central
C01351,2020-08-28,organic,central
C01352,2021-01-22,affiliate,west
C01353,2021-10-27,paid_search,central
C01354,2021-12-13,referral,west
C01355,2020-06-14,organic,south
C01356,2020-05-16,organic,west
C01357,2021-05-30,paid_search,west
C01358,2020-08-08,organic,west
C01359,2020-05-25,affiliate,north
C01360,2020-01-23,paid_search,south
C01361,2020-10-21,organic,south
C01362,2020-10-13,paid_search,south
C01363,2021-02-15,referral,central
C01364,2020-05-26,affiliate,west
C01365,2021-06-05,paid_search,north
C01366,2021-05-11,organic,central
C01367,2020-12-03,organic,central
C01368,2020-05-12,referral,north
C01369,2021-01-05,affiliate,south
C01370,2021-05-07,paid_search,north
C01371,2020-09-29,referral,south
C01372,2020-07-11,organic,west
C01373,2021-01-04,affiliate,central
C01374,2020-09-16,organic,south
C01375,2020-10-19,organic,north
C01376,2020-09-11,paid_search,west
C01377,2020-08-09,paid_search,west
C01378,2021-06-07,referral,north
C01379,2020-12-01,organic,south
C01380,2020-12-06,affiliate,central
C01381,2021-04-21,affiliate,central
C01382,2020-09-20,affiliate,south
C01383,2020-03-14,referral,central
C01384,2021-09-14,paid_search,south
C01385,2020-02-10,paid_search,north
C01386,2021-02-21,organic,central
C01387,2020-07-13,organic,west
C01388,2020-06-05,referral,north
C01389,2020-01-31,paid_search,south
C01390,2021-10-19,organic,north
C01391,2020-11-09,organic,west
C01392,2020-09-07,paid_search,central
C01393,2021-06-25,affiliate,central
C01394,2020-01-29,organic,central
C01395,2021-02-16,affiliate,central
C01396,2020-12-27,paid_search,west
C01397,2021-02-08,affiliate,central
C01398,2020-03-31,organic,central
C01399,2021-11-26,paid_search,south
C01400,2020-06-23,organic,central
