customer_id,snapshot_date,acquisition_channel,region,tenure_days,recency_days,orders_30d,orders_90d,orders_180d,orders_365d,revenue_90d,revenue_180d,revenue_365d,margin_90d,margin_previous_90d,margin_180d,margin_365d,average_order_value_365d,average_discount_365d,return_rate_365d,category_diversity_365d,active_months_365d,margin_momentum_90d,recent_order_share,future_orders_180d,future_discounted_margin_180d,future_active_180d
C00822,2023-06-30,organic,central,1114,3,1,1,5,6,83.06,410.9,461.31,16.48,69.28,85.76,93.3,76.885,0.16728333333333334,0.0,4,4,-52.8,0.16666666666666666,2,34.12893732539971,1
C00823,2023-06-30,paid_search,north,1035,23,1,1,1,9,74.24,74.24,551.86,14.62,0.0,14.62,111.78,61.31777777777778,0.1612,0.0,4,5,14.62,0.1111111111111111,6,71.55052494445128,1
C00824,2023-06-30,affiliate,north,955,46,0,1,3,8,67.74,237.08999999999997,496.07,10.56,33.72,44.28,70.1,62.00875,0.15835,0.125,3,7,-23.159999999999997,0.125,0,0.0,0
C00825,2023-06-30,organic,north,669,122,0,0,1,4,0.0,27.32,178.43,0.0,2.86,2.86,25.58,44.6075,0.19722499999999998,0.0,4,4,-2.86,0.0,2,12.75978994465546,1
C00826,2023-06-30,paid_search,west,734,47,0,4,7,20,262.67,569.32,1491.91,58.15,80.97,139.12,354.0,74.5955,0.15994999999999998,0.0,4,9,-22.82,0.2,13,240.21396404664114,1
C00827,2023-06-30,affiliate,south,714,17,2,2,3,8,195.95,251.56,661.69,37.05,10.99,48.04,83.45,82.71125,0.1316,0.125,4,7,26.059999999999995,0.25,5,42.18226282363981,1
C00828,2023-06-30,referral,west,1103,46,0,3,3,7,187.95999999999998,187.95999999999998,357.19,39.55,0.0,39.55,70.17,51.027142857142856,0.17694285714285712,0.0,4,5,39.55,0.42857142857142855,12,109.4242902667394,1
C00829,2023-06-30,affiliate,central,659,26,1,2,2,4,102.21000000000001,102.21000000000001,168.21,13.280000000000001,0.0,13.280000000000001,19.45,42.0525,0.175475,0.0,4,4,13.280000000000001,0.5,2,12.192329921082312,1
C00830,2023-06-30,organic,central,671,130,0,0,4,8,0.0,207.47,434.76,0.0,21.740000000000002,21.740000000000002,70.36,54.345,0.1391375,0.125,4,4,-21.740000000000002,0.0,9,111.43880071839273,1
C00831,2023-06-30,paid_search,central,938,16,2,6,8,11,490.69,629.1,819.71,101.38,25.91,127.29,162.86,74.5190909090909,0.11865454545454544,0.0,5,7,75.47,0.5454545454545454,3,36.382248623909184,1
C00832,2023-06-30,paid_search,south,878,43,0,1,2,11,91.48,214.56,1063.53,20.28,35.5,55.78,257.96999999999997,96.68454545454546,0.13895454545454544,0.0,5,8,-15.219999999999999,0.09090909090909091,5,155.03249751064493,1
C00833,2023-06-30,organic,central,1249,17,1,3,5,8,353.73,497.0,771.49,89.35,29.599999999999998,118.94999999999999,180.2,96.43625,0.1138125,0.0,3,7,59.75,0.375,8,71.46141038441223,1
C00834,2023-06-30,paid_search,south,721,43,0,2,4,6,110.14,237.37,336.15,20.08,-2.0600000000000005,18.02,33.88,56.025,0.19010000000000002,0.16666666666666666,4,5,22.14,0.3333333333333333,2,33.928145815116515,1
C00835,2023-06-30,organic,south,575,133,0,0,1,4,0.0,48.47,247.75,0.0,7.92,7.92,39.58,61.9375,0.07592499999999999,0.0,3,4,-7.92,0.0,4,67.73788127414497,1
C00836,2023-06-30,organic,west,932,96,0,0,3,8,0.0,322.21000000000004,686.99,0.0,31.479999999999997,31.479999999999997,108.42,85.87375,0.132375,0.125,5,5,-31.479999999999997,0.0,5,85.61101803547632,1
C00837,2023-06-30,paid_search,central,882,23,1,1,1,6,86.67,86.67,461.49,-17.93,0.0,-17.93,65.41,76.915,0.14013333333333333,0.16666666666666666,4,5,-17.93,0.16666666666666666,2,22.49664535817091,1
C00838,2023-06-30,organic,central,912,86,0,1,1,4,56.96,56.96,246.72,7.58,0.0,7.58,41.97,61.68,0.204075,0.0,2,4,7.58,0.25,0,0.0,0
C00839,2023-06-30,paid_search,north,1216,53,0,1,2,12,89.78,168.95,970.11,26.77,17.5,44.269999999999996,224.97,80.8425,0.155425,0.0,4,7,9.27,0.08333333333333333,3,62.35191799688183,1
C00840,2023-06-30,organic,north,824,40,0,1,2,8,46.48,98.05,684.71,7.83,12.31,20.14,165.02,85.58875,0.1874875,0.0,4,5,-4.48,0.125,4,27.343610518598197,1
C00841,2023-06-30,affiliate,south,750,9,1,2,5,16,158.03,419.72,1209.22,41.29,68.08,109.36999999999999,308.59,75.57625,0.17654999999999998,0.0,5,9,-26.79,0.125,4,72.63864196228857,1
C00842,2023-06-30,organic,central,599,205,0,0,0,1,0.0,0.0,84.67,0.0,0.0,0.0,18.39,84.67,0.0074,0.0,1,1,0.0,0.0,1,10.210483432916895,1
C00843,2023-06-30,referral,south,598,17,2,2,2,12,207.43,207.43,1206.6100000000001,45.75,0.0,45.75,252.56,100.55083333333334,0.17930833333333332,0.08333333333333333,5,6,45.75,0.16666666666666666,5,90.91314646964278,1
C00844,2023-06-30,organic,north,917,9,1,3,6,13,199.32,354.67,913.99,36.129999999999995,29.32,65.45,184.96,70.30692307692308,0.12562307692307692,0.0,5,8,6.809999999999995,0.23076923076923078,5,22.22543330981179,1
C00845,2023-06-30,paid_search,west,576,11,3,4,8,14,262.95,548.65,1032.17,66.28,69.74,136.02,265.11,73.72642857142857,0.15785000000000002,0.0,4,8,-3.4599999999999937,0.2857142857142857,4,93.86891425841681,1
C00846,2023-06-30,organic,west,891,122,0,0,2,3,0.0,81.08,114.8,0.0,11.19,11.19,14.76,38.266666666666666,0.34073333333333333,0.0,2,3,-11.19,0.0,0,0.0,0
C00847,2023-06-30,organic,central,808,23,1,1,4,13,26.17,263.28999999999996,916.8,2.78,48.57,51.35,202.67,70.52307692307691,0.16329230769230768,0.0,5,9,-45.79,0.07692307692307693,6,57.44207597679172,1
C00848,2023-06-30,paid_search,west,837,53,0,1,1,9,50.98,50.98,567.25,7.41,0.0,7.41,28.909999999999997,63.02777777777778,0.16704444444444444,0.2222222222222222,4,5,7.41,0.1111111111111111,2,16.90470557809875,1
C00849,2023-06-30,referral,central,547,43,0,2,8,25,187.31,621.06,2142.89,47.78,99.72,147.5,539.07,85.7156,0.12483599999999999,0.0,5,10,-51.94,0.08,8,87.4406308264817,1
C00850,2023-06-30,referral,south,738,67,0,1,1,5,34.64,34.64,216.31,3.34,0.0,3.34,1.1600000000000008,43.262,0.16708,0.2,3,3,3.34,0.2,0,0.0,0
C00851,2023-06-30,organic,west,1189,13,1,5,12,17,327.27,817.64,1160.46,74.72,123.13,197.85,245.93,68.26235294117647,0.21485294117647058,0.058823529411764705,4,9,-48.41,0.29411764705882354,10,193.0729726475693,1
C00852,2023-06-30,organic,south,1224,22,2,5,7,10,294.22,455.67,582.57,60.31,38.72,99.03,122.02000000000001,58.257000000000005,0.19644,0.0,4,5,21.590000000000003,0.5,3,9.384736590844279,1
C00853,2023-06-30,affiliate,south,977,9,1,1,1,3,30.34,30.34,102.69,-13.59,0.0,-13.59,-5.15,34.23,0.27526666666666666,0.3333333333333333,2,3,-13.59,0.3333333333333333,1,-14.23156380753138,1
C00854,2023-06-30,paid_search,central,900,200,0,0,0,4,0.0,0.0,236.85000000000002,0.0,0.0,0.0,36.99,59.212500000000006,0.14095000000000002,0.0,3,2,0.0,0.0,1,2.8397714907508163,1
C00855,2023-06-30,organic,south,788,63,0,1,2,8,46.28,106.99000000000001,439.34,11.2,12.81,24.009999999999998,91.14,54.9175,0.12764999999999999,0.0,4,5,-1.6100000000000012,0.125,5,70.14061957440175,1
C00856,2023-06-30,affiliate,south,925,201,0,0,0,6,0.0,0.0,543.35,0.0,0.0,0.0,127.11,90.55833333333334,0.1964,0.0,3,5,0.0,0.0,3,59.80354538325227,1
C00857,2023-06-30,paid_search,north,901,115,0,0,1,6,0.0,101.26,442.23,0.0,20.15,20.15,77.36,73.705,0.1107,0.0,4,4,-20.15,0.0,7,48.679542856799806,1
C00858,2023-06-30,affiliate,north,604,12,2,2,2,3,101.75,101.75,147.88,11.82,0.0,11.82,17.14,49.29333333333333,0.20853333333333332,0.0,2,2,11.82,0.6666666666666666,2,8.825251373914401,1
C00859,2023-06-30,organic,south,1032,8,2,4,6,15,231.34,323.52,722.1,51.19,15.75,66.94,139.74,48.14,0.1343933333333333,0.0,4,10,35.44,0.26666666666666666,6,56.590321941635466,1
C00860,2023-06-30,paid_search,south,916,98,0,0,1,6,0.0,74.45,641.43,0.0,16.48,16.48,128.29,106.90499999999999,0.13415,0.16666666666666666,4,4,-16.48,0.0,3,52.705567803037546,1
C00861,2023-06-30,organic,central,870,50,0,1,5,9,121.63,425.19,698.15,28.81,57.839999999999996,86.64999999999999,106.08999999999999,77.57222222222222,0.1523,0.1111111111111111,4,5,-29.029999999999998,0.1111111111111111,4,61.46953167441326,1
C00862,2023-06-30,affiliate,west,935,43,0,2,4,10,117.49000000000001,224.34,562.68,23.27,21.84,45.11,94.12,56.267999999999994,0.19166999999999998,0.0,5,6,1.4299999999999997,0.2,10,43.19741107375756,1
C00863,2023-06-30,organic,south,570,161,0,0,3,6,0.0,143.53,374.69,0.0,23.65,23.65,39.269999999999996,62.44833333333333,0.17528333333333335,0.16666666666666666,2,3,-23.65,0.0,2,9.610343880218988,1
C00864,2023-06-30,affiliate,central,574,145,0,0,4,15,0.0,325.74,1375.79,0.0,74.66,74.66,308.15,91.71933333333332,0.17709999999999998,0.0,5,7,-74.66,0.0,9,185.92685731766116,1
C00865,2023-06-30,affiliate,central,902,48,0,2,6,12,160.91,487.08,988.3100000000001,34.31,81.86,116.17,236.07,82.35916666666667,0.16868333333333332,0.0,4,10,-47.55,0.16666666666666666,5,94.76371399143495,1
C00866,2023-06-30,affiliate,south,948,5,1,1,2,5,48.7,121.87,263.96,7.03,13.09,20.12,39.88,52.791999999999994,0.20051999999999998,0.0,4,4,-6.06,0.2,1,5.664971902595664,1
C00867,2023-06-30,organic,south,847,18,1,2,4,5,153.31,264.28,329.46,-13.94,12.530000000000001,-1.4099999999999993,-22.580000000000002,65.892,0.06394,0.4,3,4,-26.47,0.4,0,0.0,0
C00868,2023-06-30,organic,central,1144,44,0,1,3,4,29.77,132.08,176.51,2.67,14.34,17.009999999999998,22.740000000000002,44.1275,0.17195,0.0,2,4,-11.67,0.25,0,0.0,0
C00869,2023-06-30,paid_search,central,966,12,1,4,8,17,298.46,651.76,1324.81,72.45,87.36,159.81,323.08,77.92999999999999,0.1403294117647059,0.0,5,11,-14.909999999999997,0.23529411764705882,7,104.76894466666859,1
C00870,2023-06-30,paid_search,south,1118,7,1,3,4,7,257.47,335.92,464.09,64.52,17.29,81.81,105.99,66.29857142857142,0.15114285714285716,0.0,4,6,47.23,0.42857142857142855,10,103.19037334917832,1
C00871,2023-06-30,referral,south,1171,83,0,2,7,9,123.63,536.94,676.96,19.490000000000002,87.64,107.13,94.79,75.21777777777778,0.14656666666666665,0.1111111111111111,5,5,-68.15,0.2222222222222222,1,33.67658042144572,1
C00872,2023-06-30,paid_search,west,1207,101,0,0,5,15,0.0,289.61,1238.98,0.0,62.53,62.53,231.18,82.59866666666667,0.15149333333333334,0.06666666666666667,5,6,-62.53,0.0,8,164.31661924653073,1
C00873,2023-06-30,referral,north,848,217,0,0,0,3,0.0,0.0,123.11,0.0,0.0,0.0,18.66,41.03666666666667,0.1356,0.0,3,2,0.0,0.0,1,10.07403923676431,1
C00874,2023-06-30,organic,south,1276,53,0,4,8,14,167.81,400.47,721.95,28.53,27.01,55.54,78.86,51.56785714285714,0.16019285714285716,0.14285714285714285,4,6,1.5199999999999996,0.2857142857142857,7,101.45663218239166,1
C00875,2023-06-30,paid_search,central,805,7,1,2,3,4,126.89,175.86,228.68,25.990000000000002,9.15,35.14,41.8,57.17,0.134025,0.0,3,4,16.840000000000003,0.5,1,7.1629014697876965,1
C00876,2023-06-30,organic,north,961,4,1,2,3,5,146.35,182.42000000000002,296.7,22.39,4.57,26.96,37.24,59.339999999999996,0.09222,0.0,3,5,17.82,0.4,3,23.272002949470593,1
C00877,2023-06-30,affiliate,south,1009,109,0,0,3,10,0.0,161.71,569.61,0.0,29.79,29.79,108.29,56.961,0.20221999999999998,0.0,5,7,-29.79,0.0,10,36.66001943438685,1
C00878,2023-06-30,organic,south,715,24,1,5,6,16,351.5,391.67,1038.35,72.63,6.24,78.87,165.44,64.896875,0.1736875,0.125,5,8,66.39,0.3125,13,101.12416245988804,1
C00879,2023-06-30,organic,central,883,69,0,1,1,6,71.53,71.53,430.93,13.68,0.0,13.68,74.25,71.82166666666667,0.10441666666666666,0.0,5,5,13.68,0.16666666666666666,3,8.331869596306216,1
C00880,2023-06-30,affiliate,south,741,13,1,3,5,14,180.15,270.66,766.68,29.9,14.72,44.620000000000005,140.59,54.762857142857136,0.21192142857142857,0.0,5,7,15.179999999999998,0.21428571428571427,7,45.40848094353049,1
C00881,2023-06-30,paid_search,central,759,56,0,1,4,9,79.9,245.65,495.90000000000003,17.35,32.019999999999996,49.370000000000005,37.97,55.1,0.21366666666666667,0.2222222222222222,3,5,-14.669999999999995,0.1111111111111111,10,173.0106107469492,1
C00882,2023-06-30,organic,north,1253,14,1,3,3,5,249.94,249.94,445.06,45.8,0.0,45.8,84.77,89.012,0.14428000000000002,0.0,4,4,45.8,0.6,2,24.62304839010349,1
C00883,2023-06-30,organic,central,1119,99,0,0,3,3,0.0,225.48,225.48,0.0,-1.2699999999999996,-1.2699999999999996,-1.2699999999999996,75.16,0.1991333333333333,0.3333333333333333,2,2,1.2699999999999996,0.0,2,19.493179200992117,1
C00884,2023-06-30,paid_search,central,860,55,0,3,6,14,245.29000000000002,551.5,1244.68,60.839999999999996,65.81,126.65,280.85,88.9057142857143,0.1435357142857143,0.0,5,8,-4.970000000000006,0.21428571428571427,8,104.9997109138133,1
C00885,2023-06-30,organic,south,564,11,1,5,8,13,373.88,556.01,903.13,40.25,40.2,80.45,153.56,69.47153846153846,0.1565076923076923,0.07692307692307693,5,8,0.04999999999999716,0.38461538461538464,8,87.32592578670037,1
C00886,2023-06-30,organic,west,1164,140,0,0,2,6,0.0,102.81,375.32,0.0,19.4,19.4,77.07,62.553333333333335,0.19226666666666667,0.0,4,4,-19.4,0.0,5,79.06143003845673,1
C00887,2023-06-30,paid_search,south,1199,18,1,8,12,21,485.52,757.4,1367.26,99.1,34.16,133.26,262.36,65.10761904761905,0.15505714285714287,0.047619047619047616,5,10,64.94,0.38095238095238093,11,117.70103227917365,1
C00888,2023-06-30,organic,north,590,3,1,3,10,20,343.28000000000003,965.86,1718.09,95.43,159.12,254.55,392.79,85.9045,0.132895,0.05,5,11,-63.69,0.15,12,140.91749666972876,1
C00889,2023-06-30,paid_search,central,571,39,0,6,9,14,460.18,668.53,1173.04,70.46000000000001,48.489999999999995,118.95,249.99,83.78857142857143,0.19754999999999998,0.07142857142857142,4,8,21.970000000000013,0.42857142857142855,6,125.9530472163161,1
C00890,2023-06-30,paid_search,north,1154,13,2,2,4,7,101.37,248.56,457.46999999999997,-5.109999999999999,29.92,24.810000000000002,61.84,65.35285714285713,0.21697142857142857,0.14285714285714285,3,5,-35.03,0.2857142857142857,1,14.54695909580194,1
C00891,2023-06-30,organic,south,983,18,2,3,6,9,199.65,336.12,587.96,19.740000000000002,22.18,41.92,96.3,65.3288888888889,0.20775555555555555,0.1111111111111111,5,7,-2.4399999999999977,0.3333333333333333,7,112.8583684424301,1
C00892,2023-06-30,organic,central,819,207,0,0,0,3,0.0,0.0,195.63,0.0,0.0,0.0,27.27,65.21,0.1082,0.0,3,2,0.0,0.0,2,17.133039133690765,1
C00893,2023-06-30,organic,central,1134,8,3,5,8,13,368.77,569.39,919.75,75.35,45.53,120.88,193.34,70.75,0.17656153846153846,0.0,5,8,29.819999999999993,0.38461538461538464,9,74.23367752260604,1
C00894,2023-06-30,organic,south,1038,42,0,5,9,20,477.04999999999995,705.06,1645.03,117.77000000000001,55.46,173.23000000000002,399.52000000000004,82.2515,0.13563,0.0,5,8,62.31000000000001,0.25,9,178.59216334490478,1
C00895,2023-06-30,organic,south,988,15,1,2,3,5,182.70999999999998,235.44,369.61,33.33,9.63,42.96,62.64,73.922,0.1781,0.0,4,5,23.699999999999996,0.4,2,23.980286418609147,1
C00896,2023-06-30,referral,central,808,10,1,1,3,3,77.97,175.36,175.36,-19.95,-9.04,-28.99,-28.99,58.45333333333334,0.12386666666666667,0.6666666666666666,3,2,-10.91,0.3333333333333333,2,24.447415736833577,1
C00897,2023-06-30,referral,central,1052,63,0,1,3,5,28.02,152.28,287.46,3.31,24.089999999999996,27.4,53.43,57.492,0.17052,0.0,4,5,-20.779999999999998,0.2,9,74.34290695679343,1
C00898,2023-06-30,paid_search,south,976,60,0,1,12,23,104.94,701.56,1457.69,22.39,110.68,133.07,287.32,63.377826086956524,0.1876913043478261,0.0,5,9,-88.29,0.043478260869565216,9,75.63146893506301,1
C00899,2023-06-30,paid_search,central,1065,57,0,3,8,10,128.74,461.82,574.12,22.4,66.08,88.48,111.15,57.412,0.18373,0.0,4,5,-43.68,0.3,12,117.28151304424206,1
C00900,2023-06-30,paid_search,north,722,276,0,0,0,2,0.0,0.0,207.91,0.0,0.0,0.0,15.250000000000004,103.955,0.1018,0.5,2,2,0.0,0.0,0,0.0,0
C00901,2023-06-30,affiliate,west,1165,149,0,0,1,3,0.0,105.43,289.57,0.0,20.9,20.9,65.17,96.52333333333333,0.21309999999999998,0.0,3,2,-20.9,0.0,2,25.809310715245335,1
C00902,2023-06-30,organic,central,1108,2,2,3,4,7,276.75,305.38,505.44,63.760000000000005,4.67,68.43,114.41,72.20571428571428,0.1707857142857143,0.0,4,5,59.09,0.42857142857142855,6,69.61602644497472,1
C00903,2023-06-30,organic,central,1094,43,0,3,12,23,236.22,922.4300000000001,1844.31,57.54,153.67,211.21,410.7,80.18739130434783,0.1502695652173913,0.043478260869565216,5,9,-96.13,0.13043478260869565,17,288.0683113308619,1
C00904,2023-06-30,organic,north,615,7,2,5,8,15,358.25,690.87,1390.86,77.68,89.07,166.75,340.55,92.72399999999999,0.13898666666666668,0.0,4,8,-11.389999999999986,0.3333333333333333,7,101.50382412343771,1
C00905,2023-06-30,organic,central,587,235,0,0,0,4,0.0,0.0,290.5,0.0,0.0,0.0,43.85,72.625,0.1439,0.0,2,4,0.0,0.0,5,20.61301313611883,1
C00906,2023-06-30,organic,central,911,19,1,3,4,10,275.57,366.1,909.0500000000001,52.3,17.82,70.12,184.59,90.905,0.12082,0.0,4,8,34.48,0.3,2,33.03881241492838,1
C00907,2023-06-30,referral,central,1162,41,0,1,1,5,102.42,102.42,863.8199999999999,31.17,0.0,31.17,189.0,172.76399999999998,0.11064,0.2,3,4,31.17,0.2,2,47.71166136818967,1
C00908,2023-06-30,referral,central,725,7,2,5,10,20,398.88,948.26,1626.26,101.88,67.86,169.74,298.29,81.313,0.12891999999999998,0.1,5,10,34.019999999999996,0.25,8,155.36392008194093,1
C00909,2023-06-30,organic,central,917,3,1,2,7,15,93.28,419.34000000000003,951.45,15.98,66.94,82.92,184.83,63.43,0.15192666666666668,0.0,5,9,-50.959999999999994,0.13333333333333333,8,114.56720675186736,1
C00910,2023-06-30,paid_search,west,656,9,1,2,5,12,195.1,396.21999999999997,747.93,40.43,45.92,86.35,114.8,62.32749999999999,0.15889999999999999,0.08333333333333333,5,8,-5.490000000000002,0.16666666666666666,8,95.99510385275686,1
C00911,2023-06-30,paid_search,west,1014,366,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3,-9.023485858021575,1
C00912,2023-06-30,paid_search,north,547,366,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0
C00913,2023-06-30,paid_search,north,687,43,0,3,4,8,176.8,218.34,405.21,31.26,5.91,37.17,65.12,50.65125,0.1670125,0.0,2,6,25.35,0.375,1,10.820838794233289,1
C00914,2023-06-30,organic,south,1113,116,0,0,2,3,0.0,100.77000000000001,154.43,0.0,15.059999999999999,15.059999999999999,22.35,51.47666666666667,0.1075,0.0,3,3,-15.059999999999999,0.0,1,11.595991273520589,1
C00915,2023-06-30,referral,west,747,15,1,1,2,3,49.71,82.38,124.13,7.91,5.25,13.16,-1.6199999999999992,41.376666666666665,0.12416666666666666,0.3333333333333333,3,3,2.66,0.3333333333333333,2,10.176349728668102,1
C00916,2023-06-30,referral,west,1067,7,1,2,3,7,147.37,211.36,370.72,26.84,8.11,34.95,34.71,52.96,0.16422857142857142,0.14285714285714285,4,6,18.73,0.2857142857142857,1,1.8849311440677965,1
C00917,2023-06-30,affiliate,north,1021,9,1,2,10,19,136.53,920.86,1670.1299999999999,31.56,196.61,228.17000000000002,388.01,87.90157894736842,0.16432105263157895,0.05263157894736842,5,10,-165.05,0.10526315789473684,14,209.48400615534965,1
C00918,2023-06-30,affiliate,central,1094,5,3,5,10,18,495.92,933.5699999999999,1659.25,133.65,114.24,247.89,439.56,92.18055555555556,0.13271666666666668,0.0,5,10,19.41000000000001,0.2777777777777778,13,239.89977489805597,1
C00919,2023-06-30,paid_search,north,778,14,1,4,8,16,369.31,653.5799999999999,1096.22,74.42999999999999,62.36,136.79,219.7,68.51375,0.14366875,0.0,5,9,12.069999999999993,0.25,7,113.64250376451268,1
C00920,2023-06-30,organic,west,1085,35,0,1,4,9,124.17,374.3,741.89,31.14,60.46,91.6,162.74,82.43222222222222,0.1549111111111111,0.0,4,8,-29.32,0.1111111111111111,6,45.77241436380754,1
C00921,2023-06-30,organic,central,810,13,3,4,9,23,373.66,722.27,1890.34,100.42,79.38,179.8,436.24,82.1886956521739,0.15705652173913043,0.043478260869565216,5,10,21.040000000000006,0.17391304347826086,6,152.09971665415537,1
C00922,2023-06-30,paid_search,central,851,289,0,0,0,1,0.0,0.0,99.72,0.0,0.0,0.0,21.1,99.72,0.2175,0.0,1,1,0.0,0.0,0,0.0,0
C00923,2023-06-30,organic,central,728,44,0,2,5,7,149.98000000000002,305.21,454.26,26.299999999999997,25.35,51.65,82.35,64.89428571428572,0.18074285714285715,0.0,5,6,0.9499999999999957,0.2857142857142857,2,21.20062639024453,1
C00924,2023-06-30,affiliate,central,551,86,0,1,3,7,60.42,317.88,694.0,10.57,61.08,71.65,154.03,99.14285714285714,0.1787,0.0,3,6,-50.51,0.14285714285714285,2,33.97225459150462,1
C00925,2023-06-30,paid_search,south,1270,2,2,4,9,18,305.32,657.71,1384.92,75.48,53.29,128.77,280.77,76.94,0.1835277777777778,0.1111111111111111,5,9,22.190000000000005,0.2222222222222222,2,32.02124165070196,1
C00926,2023-06-30,paid_search,north,554,23,2,6,8,24,388.44,585.24,1503.61,45.06,48.400000000000006,93.46000000000001,250.34,62.650416666666665,0.1677708333333333,0.08333333333333333,5,10,-3.3400000000000034,0.25,18,208.84768765538075,1
C00927,2023-06-30,organic,south,1197,2,1,3,13,25,117.74,891.88,1622.76,24.29,154.92,179.20999999999998,349.75,64.9104,0.159028,0.04,5,9,-130.63,0.12,13,260.19377488256686,1
C00928,2023-06-30,referral,south,892,4,2,3,4,7,177.53,226.98,359.5,-5.139999999999998,6.56,1.4200000000000017,21.150000000000002,51.357142857142854,0.14012857142857144,0.14285714285714285,3,5,-11.699999999999998,0.42857142857142855,3,9.056667365131267,1
C00929,2023-06-30,organic,south,1028,2,2,3,4,12,261.42,309.95,874.98,56.21,8.4,64.61,100.99,72.915,0.14395833333333333,0.16666666666666666,3,7,47.81,0.25,3,32.867482487181384,1
C00930,2023-06-30,organic,central,810,34,0,2,2,8,138.98,138.98,640.19,-3.74,0.0,-3.74,88.06,80.02375,0.073525,0.125,5,5,-3.74,0.25,5,72.98545187709736,1
C00931,2023-06-30,organic,west,750,7,1,1,6,14,75.66,419.45,903.12,13.19,64.29,77.48,184.6,64.50857142857143,0.15871428571428572,0.0,5,8,-51.10000000000001,0.07142857142857142,1,5.566153028692881,1
C00932,2023-06-30,affiliate,south,649,10,1,2,5,10,92.81,283.62,566.55,14.56,36.82,51.38,105.44,56.654999999999994,0.13323000000000002,0.0,4,7,-22.259999999999998,0.2,4,33.99911637258187,1
C00933,2023-06-30,referral,north,983,109,0,0,4,11,0.0,256.58,747.81,0.0,52.79,52.79,147.98,67.98272727272727,0.2589,0.0,5,7,-52.79,0.0,10,110.45797500983313,1
C00934,2023-06-30,organic,north,595,27,1,2,3,4,99.09,131.35,170.57999999999998,14.669999999999998,3.91,18.58,2.7799999999999985,42.644999999999996,0.23349999999999999,0.25,3,4,10.759999999999998,0.5,3,24.370449377164448,1
C00935,2023-06-30,referral,south,1041,158,0,0,2,3,0.0,88.59,138.26,0.0,8.72,8.72,16.01,46.086666666666666,0.20506666666666665,0.0,3,2,-8.72,0.0,2,12.22367114966526,1
C00936,2023-06-30,organic,central,1128,28,1,4,9,21,218.1,583.97,1392.8,23.44,80.15,103.59,246.94,66.32380952380952,0.1314095238095238,0.09523809523809523,5,11,-56.71000000000001,0.19047619047619047,12,84.77285051180583,1
C00937,2023-06-30,paid_search,north,1000,12,3,3,3,8,212.49,212.49,534.83,39.8,0.0,39.8,95.72999999999999,66.85375,0.1529,0.0,4,4,39.8,0.375,3,34.08656387991403,1
C00938,2023-06-30,organic,north,891,27,2,7,13,23,645.47,1126.1200000000001,1798.96,169.07,122.89,291.96,452.7,78.21565217391304,0.1615826086956522,0.0,5,10,46.17999999999999,0.30434782608695654,18,255.27168793055404,1
C00939,2023-06-30,paid_search,north,789,214,0,0,0,2,0.0,0.0,115.72,0.0,0.0,0.0,19.520000000000003,57.86,0.1474,0.0,2,1,0.0,0.0,2,38.00445830591376,1
C00940,2023-06-30,affiliate,central,669,21,2,8,17,32,696.61,1480.17,2677.28,164.66,198.34,363.0,590.85,83.665,0.188428125,0.03125,5,12,-33.68000000000001,0.25,18,330.48560862524585,1
C00941,2023-06-30,paid_search,south,1112,51,0,2,2,13,107.22,107.22,833.72,23.85,0.0,23.85,165.14,64.13230769230769,0.20682307692307692,0.0,5,6,23.85,0.15384615384615385,8,76.29175981948809,1
C00942,2023-06-30,organic,north,1055,56,0,1,1,1,40.29,40.29,40.29,4.41,0.0,4.41,4.41,40.29,0.1596,0.0,1,1,4.41,1.0,0,0.0,0
C00943,2023-06-30,affiliate,south,591,5,3,7,10,16,532.79,751.46,1278.17,130.1,55.22,185.32,316.55,79.885625,0.1899375,0.0,4,10,74.88,0.4375,4,90.81933226061764,1
C00944,2023-06-30,referral,central,955,19,1,4,7,17,375.90999999999997,773.89,1769.87,88.7,99.46000000000001,188.16,430.09000000000003,104.11,0.15999411764705881,0.0,5,11,-10.760000000000005,0.23529411764705882,10,157.1339216966239,1
C00945,2023-06-30,paid_search,central,1100,161,0,0,1,5,0.0,126.07,571.43,0.0,-23.39,-23.39,29.200000000000003,114.28599999999999,0.16058,0.4,4,4,23.39,0.0,6,117.95675844549135,1
C00946,2023-06-30,paid_search,north,557,34,0,2,5,12,77.46000000000001,301.40999999999997,842.2,11.870000000000001,20.049999999999997,31.919999999999998,103.84,70.18333333333334,0.13861666666666667,0.16666666666666666,4,7,-8.179999999999996,0.16666666666666666,7,91.99507876411056,1
C00947,2023-06-30,affiliate,south,949,96,0,0,6,11,0.0,420.74,779.65,0.0,15.92,15.92,79.96000000000001,70.87727272727273,0.1617818181818182,0.18181818181818182,4,6,-15.92,0.0,2,11.808470491040634,1
C00948,2023-06-30,organic,west,557,20,1,1,1,2,45.36,45.36,71.84,8.2,0.0,8.2,9.54,35.92,0.13465,0.0,2,2,8.2,0.5,2,34.02168113851212,1
